field_id,date,timestamp,temperature,humidity_air,precipitation,wind_speed,soil_moisture,crop_type,soil_type,yield_actual,irrigation_volume,irrigation_recommended,is_anomaly,humidity,precipitation_7d,avg_temperature_7d,solar_radiation,crop_code,soil_code,yield_tha
field_013,2024-10-13,2024-10-13T00:00:00,28.69,57.55,15.2,7.37,50.56,corn,Суглинок,0.6962,4.72,5.06,False,57.55,141.36,28.77,310.18,1,1,8.355
field_014,2024-10-13,2024-10-13T00:00:00,13.4,64.02,22.91,11.88,74.52,wheat,Чернозём,0.7312,0.0,0.0,False,64.02,128.37,11.99,730.65,0,0,5.85
field_015,2024-10-14,2024-10-14T00:00:00,22.11,78.42,14.59,5.71,60.39,wheat,Торфяной,0.689,0.0,0.0,False,78.42,71.64,19.45,187.16,0,4,5.512
field_016,2024-10-14,2024-10-14T00:00:00,28.45,61.5,3.73,8.63,31.05,other,Суглинок,0.5435,12.63,10.13,False,61.5,34.12,26.74,599.7,6,1,3.261
field_017,2024-10-14,2024-10-14T00:00:00,26.97,40.93,11.85,5.5,48.23,sugar_beet,Торфяной,0.6847,9.17,7.62,False,40.93,76.67,26.31,631.59,5,4,41.08
field_018,2024-10-14,2024-10-14T00:00:00,18.5,76.39,19.67,6.13,81.44,sunflower,Глинистый,0.6897,0.0,0.0,False,76.39,135.28,18.05,501.1,2,3,2.759
field_019,2024-10-14,2024-10-14T00:00:00,39.54,44.03,5.8,3.1,29.9,corn,Торфяной,0.5171,13.07,12.28,False,44.03,27.48,40.68,383.16,1,4,6.206
field_020,2024-10-14,2024-10-14T00:00:00,8.78,29.92,9.18,5.11,35.98,sugar_beet,Чернозём,0.453,8.37,11.91,False,29.92,62.54,7.25,153.76,5,0,27.178
field_001,2024-10-15,2024-10-15T00:00:00,37.59,70.37,2.41,10.17,36.14,sunflower,Торфяной,0.4087,8.97,8.35,False,70.37,25.08,40.45,214.72,2,4,1.635
field_002,2024-10-15,2024-10-15T00:00:00,39.23,30.34,3.74,3.64,25.07,sugar_beet,Чернозём,0.5955,14.11,15.0,False,30.34,34.83,37.1,318.9,5,0,35.728
field_003,2024-10-15,2024-10-15T00:00:00,15.66,93.73,14.78,11.64,79.04,wheat,Чернозём,0.744,0.0,0.0,False,93.73,151.21,14.76,618.76,0,0,5.952
field_004,2024-10-15,2024-10-15T00:00:00,24.34,42.75,0.41,13.91,26.65,other,Песчаник,0.3396,10.14,11.67,False,42.75,3.94,24.29,583.74,6,2,2.038
field_005,2024-10-15,2024-10-15T00:00:00,22.01,78.2,8.91,9.76,58.6,other,Песчаник,0.5515,0.46,0.49,False,78.2,39.36,24.19,360.6,6,2,3.309
field_006,2024-10-16,2024-10-16T00:00:00,7.02,37.77,19.54,10.14,50.72,corn,Суглинок,0.534,6.07,5.0,False,37.77,120.61,4.23,396.96,1,1,6.408
field_007,2024-10-16,2024-10-16T00:00:00,33.01,34.26,10.38,11.75,45.34,soy,Песчаник,0.3188,7.04,6.88,False,34.26,43.43,30.33,212.85,4,2,1.435
field_008,2024-10-16,2024-10-16T00:00:00,11.46,64.46,9.63,9.04,44.39,wheat,Песчаник,0.4205,4.05,3.71,False,64.46,96.52,14.06,522.08,0,2,3.364
field_009,2024-10-16,2024-10-16T00:00:00,17.08,62.56,2.91,11.61,49.42,sunflower,Глинистый,0.4153,3.0,3.7,False,62.56,29.13,14.74,329.09,2,3,1.661
field_010,2024-10-16,2024-10-16T00:00:00,19.13,26.91,24.1,10.94,33.48,barley,Суглинок,0.6947,7.2,5.78,False,26.91,109.85,19.2,592.48,3,1,4.863
field_011,2024-10-16,2024-10-16T00:00:00,19.52,57.23,22.17,2.4,73.73,wheat,Суглинок,0.8197,0.0,0.0,False,57.23,82.94,16.66,646.57,0,1,6.558
field_012,2024-10-17,2024-10-17T00:00:00,21.34,41.65,24.81,1.92,60.07,wheat,Песчаник,0.5524,0.0,0.0,False,41.65,115.22,23.44,227.47,0,2,4.42
field_013,2024-10-17,2024-10-17T00:00:00,21.22,92.8,4.1,1.6,66.81,soy,Чернозём,0.6558,0.0,0.0,False,92.8,19.62,21.79,260.96,4,0,2.951
field_014,2024-10-17,2024-10-17T00:00:00,11.41,50.87,9.37,5.91,59.63,other,Торфяной,0.3955,0.13,0.13,False,50.87,65.62,13.63,155.97,6,4,2.373
field_015,2024-10-17,2024-10-17T00:00:00,19.45,55.68,9.79,5.11,44.41,sugar_beet,Песчаник,0.6114,10.71,8.95,False,55.68,95.43,19.67,586.05,5,2,36.684
field_016,2024-10-17,2024-10-17T00:00:00,37.77,67.37,15.29,3.23,57.47,sugar_beet,Песчаник,0.4594,4.74,4.38,False,67.37,108.86,38.1,543.02,5,2,27.565
field_017,2024-10-18,2024-10-18T00:00:00,11.29,78.64,11.43,3.13,61.11,soy,Чернозём,0.6252,1.14,1.36,False,78.64,84.09,12.32,599.36,4,0,2.813
field_018,2024-10-18,2024-10-18T00:00:00,9.59,108.71,24.79,3.44,65.58,barley,Торфяной,0.4573,0.0,0.0,True,108.71,114.08,8.38,727.98,3,4,3.201
field_019,2024-10-18,2024-10-18T00:00:00,29.64,26.17,11.62,2.56,27.61,sunflower,Торфяной,0.5463,9.29,11.34,False,26.17,97.36,26.92,366.72,2,4,2.185
field_020,2024-10-18,2024-10-18T00:00:00,27.15,56.64,10.68,3.33,37.3,corn,Суглинок,0.8233,9.87,9.7,False,56.64,95.78,25.96,685.75,1,1,9.88
field_001,2024-10-18,2024-10-18T00:00:00,15.85,66.19,7.78,9.25,40.03,soy,Чернозём,0.569,9.1,8.74,False,66.19,27.42,18.84,733.86,4,0,2.56
field_002,2024-10-18,2024-10-18T00:00:00,31.86,63.24,16.37,3.42,61.22,other,Торфяной,0.5794,0.0,0.0,False,63.24,79.57,28.92,410.98,6,4,3.476
field_003,2024-10-19,2024-10-19T00:00:00,38.82,90.02,15.5,4.65,72.24,barley,Глинистый,0.476,0.0,0.0,False,90.02,76.6,41.48,240.86,3,3,3.332
field_004,2024-10-19,2024-10-19T00:00:00,11.13,46.64,8.05,0.61,45.69,soy,Чернозём,0.6022,7.41,6.76,False,46.64,46.92,12.69,267.91,4,0,2.71
field_005,2024-10-19,2024-10-19T00:00:00,36.78,43.61,1.66,4.67,23.78,sugar_beet,Чернозём,0.4748,11.52,15.0,False,43.61,11.75,35.34,423.78,5,0,28.487
field_006,2024-10-19,2024-10-19T00:00:00,29.54,28.02,2.89,11.92,28.51,barley,Глинистый,0.4032,8.04,7.52,False,28.02,12.09,26.92,244.27,3,3,2.822
field_007,2024-10-19,2024-10-19T00:00:00,56.0,89.92,18.31,1.46,74.07,sugar_beet,Песчаник,0.4949,0.0,0.0,True,89.92,158.46,32.67,277.82,5,2,29.691
field_008,2024-10-20,2024-10-20T00:00:00,38.95,52.66,6.02,0.67,36.35,other,Песчаник,0.33,9.16,8.28,False,52.66,38.09,37.76,530.68,6,2,1.98
field_009,2024-10-20,2024-10-20T00:00:00,36.76,40.02,18.57,3.33,47.78,soy,Чернозём,0.5023,5.78,6.03,False,40.02,168.05,38.95,420.5,4,0,2.261
field_010,2024-10-20,2024-10-20T00:00:00,34.65,61.18,24.87,1.19,70.96,soy,Торфяной,0.3385,0.0,0.0,False,61.18,225.13,36.86,213.55,4,4,1.523
field_011,2024-10-20,2024-10-20T00:00:00,12.42,41.45,11.66,2.69,47.43,sunflower,Глинистый,0.4874,3.6,4.4,False,41.45,70.24,13.48,443.26,2,3,1.949
field_012,2024-10-20,2024-10-20T00:00:00,13.23,78.81,6.83,3.64,59.1,corn,Песчаник,0.5538,2.43,2.07,False,78.81,35.12,12.03,388.3,1,2,6.645
field_013,2024-10-20,2024-10-20T00:00:00,23.43,57.98,8.58,13.46,54.91,sugar_beet,Песчаник,0.5626,5.85,5.28,False,57.98,88.45,23.33,731.53,5,2,33.757
field_014,2024-10-21,2024-10-21T00:00:00,22.45,49.15,7.53,5.76,38.58,wheat,Торфяной,0.5764,5.04,5.75,False,49.15,43.6,20.16,212.98,0,4,4.611
field_015,2024-10-21,2024-10-21T00:00:00,9.43,89.59,1.55,3.09,68.86,sugar_beet,Песчаник,0.3569,0.47,0.4,False,89.59,9.92,10.22,470.76,5,2,21.414
field_016,2024-10-21,2024-10-21T00:00:00,21.87,28.99,12.49,3.16,26.35,wheat,Глинистый,0.4971,8.5,10.03,False,28.99,93.02,20.46,196.06,0,3,3.977
field_017,2024-10-21,2024-10-21T00:00:00,30.51,28.76,3.16,10.66,31.3,corn,Торфяной,0.5223,9.41,11.8,False,28.76,20.96,31.07,538.24,1,4,6.267
field_018,2024-10-21,2024-10-21T00:00:00,10.19,53.78,21.81,2.88,60.31,corn,Глинистый,0.6687,1.54,1.64,False,53.78,129.35,8.08,745.17,1,3,8.025
field_019,2024-10-22,2024-10-22T00:00:00,20.13,44.15,10.65,8.06,35.2,other,Суглинок,0.4841,9.53,8.68,False,44.15,44.39,21.37,334.44,6,1,2.905
field_020,2024-10-22,2024-10-22T00:00:00,32.37,44.84,20.46,3.05,53.63,wheat,Торфяной,0.4867,0.37,0.48,False,44.84,124.4,31.58,456.16,0,4,3.893
field_001,2024-10-22,2024-10-22T00:00:00,25.09,69.52,20.89,10.38,69.23,barley,Чернозём,0.7111,0.0,0.0,False,69.52,152.29,23.43,210.5,3,0,4.977
field_002,2024-10-22,2024-10-22T00:00:00,7.61,39.81,22.74,3.9,61.65,other,Торфяной,0.4117,0.0,0.0,False,39.81,170.67,7.36,691.52,6,4,2.47
field_003,2024-10-22,2024-10-22T00:00:00,14.32,32.05,20.09,2.42,34.72,sunflower,Глинистый,0.494,11.33,8.85,False,32.05,208.75,13.1,317.39,2,3,1.976
field_004,2024-10-22,2024-10-22T00:00:00,9.15,63.66,24.82,11.18,68.39,barley,Суглинок,0.4491,0.0,0.0,False,63.66,235.02,10.44,191.03,3,1,3.143
field_005,2024-10-23,2024-10-23T00:00:00,10.02,53.23,21.78,7.71,55.28,other,Торфяной,0.5281,2.13,1.65,False,53.23,126.69,7.39,558.41,6,4,3.169
field_006,2024-10-23,2024-10-23T00:00:00,14.82,52.09,6.89,6.77,40.5,corn,Глинистый,0.5975,8.67,8.58,False,52.09,55.94,15.66,729.5,1,3,7.17
field_007,2024-10-23,2024-10-23T00:00:00,28.01,71.91,3.12,5.0,59.88,barley,Глинистый,0.5865,0.0,0.0,False,71.91,28.32,27.81,644.38,3,3,4.106
field_008,2024-10-23,2024-10-23T00:00:00,12.8,39.57,16.37,12.9,46.06,corn,Песчаник,0.4993,7.41,6.63,False,39.57,58.62,15.61,329.28,1,2,5.991
field_009,2024-10-23,2024-10-23T00:00:00,9.54,30.96,24.84,11.07,34.3,corn,Торфяной,0.4291,11.49,10.75,False,30.96,88.49,10.79,481.53,1,4,5.15
field_010,2024-10-24,2024-10-24T00:00:00,15.71,90.18,11.42,10.6,78.85,barley,Суглинок,0.454,0.0,0.0,False,90.18,53.14,17.83,209.71,3,1,3.178
field_011,2024-10-24,2024-10-24T00:00:00,9.94,34.54,18.48,8.84,60.06,sugar_beet,Глинистый,0.4059,3.39,3.48,False,34.54,117.22,7.83,626.76,5,3,24.356
field_012,2024-10-24,2024-10-24T00:00:00,14.3,37.35,9.54,8.63,48.42,sunflower,Чернозём,0.6565,4.18,4.05,False,37.35,55.68,12.42,439.86,2,0,2.626
field_013,2024-10-24,2024-10-24T00:00:00,19.43,82.09,7.6,12.3,62.49,sunflower,Торфяной,0.581,0.0,0.0,False,82.09,57.43,21.99,576.7,2,4,2.324
field_014,2024-10-24,2024-10-24T00:00:00,39.84,60.78,8.27,0.68,39.76,sunflower,Глинистый,0.389,5.67,7.08,False,60.78,60.07,37.23,239.35,2,3,1.556
field_015,2024-10-24,2024-10-24T00:00:00,16.32,53.69,7.89,2.91,26.94,wheat,Суглинок,0.518,8.92,9.82,False,53.69,27.83,17.45,281.49,0,1,4.144
field_016,2024-10-25,2024-10-25T00:00:00,7.14,88.55,7.64,1.14,49.18,barley,Песчаник,0.4928,0.23,0.29,False,88.55,31.83,7.27,613.86,3,2,3.45
field_017,2024-10-25,2024-10-25T00:00:00,26.02,96.53,9.65,8.7,71.64,corn,Чернозём,0.8103,0.0,0.0,False,96.53,77.56,23.93,301.6,1,0,9.724
field_018,2024-10-25,2024-10-25T00:00:00,31.17,86.91,24.81,8.74,84.49,sunflower,Песчаник,0.5164,0.0,0.0,False,86.91,166.61,32.19,693.05,2,2,2.066
field_019,2024-10-25,2024-10-25T00:00:00,33.28,62.27,9.28,8.93,45.4,other,Глинистый,0.3829,6.26,5.11,False,62.27,93.89,34.08,508.99,6,3,2.297
field_020,2024-10-25,2024-10-25T00:00:00,20.48,37.3,14.42,4.24,39.13,corn,Торфяной,0.6936,8.66,9.06,False,37.3,113.1,20.62,205.81,1,4,8.324
field_001,2024-10-26,2024-10-26T00:00:00,19.71,58.3,12.99,9.37,58.09,wheat,Суглинок,0.6426,0.0,0.0,False,58.3,70.41,18.59,523.08,0,1,5.141
field_002,2024-10-26,2024-10-26T00:00:00,18.83,69.25,13.07,2.51,54.7,sunflower,Песчаник,0.5986,2.39,1.85,False,69.25,125.92,18.05,655.68,2,2,2.394
field_003,2024-10-26,2024-10-26T00:00:00,5.37,86.28,17.58,6.33,79.07,soy,Торфяной,0.4067,0.0,0.0,False,86.28,130.56,3.79,527.04,4,4,1.83
field_004,2024-10-26,2024-10-26T00:00:00,27.27,28.53,9.79,1.87,23.51,wheat,Песчаник,0.596,7.86,11.02,False,28.53,46.11,27.91,612.92,0,2,4.768
field_005,2024-10-26,2024-10-26T00:00:00,15.79,69.46,24.07,7.37,83.82,sugar_beet,Торфяной,0.6928,0.0,0.0,False,69.46,99.52,17.01,551.68,5,4,41.57
field_006,2024-10-26,2024-10-26T00:00:00,33.22,97.75,22.75,4.99,94.69,soy,Глинистый,0.3702,0.0,0.0,False,97.75,128.06,35.3,556.62,4,3,1.666
field_007,2024-10-27,2024-10-27T00:00:00,6.48,56.19,21.0,7.23,57.97,wheat,Песчаник,0.4101,0.0,0.0,False,56.19,182.0,8.22,373.16,0,2,3.281
field_008,2024-10-27,2024-10-27T00:00:00,26.38,79.46,2.97,7.04,55.02,soy,Песчаник,0.4424,3.2,3.49,False,79.46,26.24,24.63,296.96,4,2,1.991
field_009,2024-10-27,2024-10-27T00:00:00,24.95,91.65,7.92,6.42,64.93,sugar_beet,Песчаник,0.607,1.37,1.77,False,91.65,55.85,27.12,648.76,5,2,36.422
field_010,2024-10-27,2024-10-27T00:00:00,33.96,34.88,22.75,7.49,52.28,wheat,Суглинок,0.483,0.82,0.95,False,34.88,136.79,33.51,687.78,0,1,3.864
field_011,2024-10-27,2024-10-27T00:00:00,16.36,75.7,4.88,13.88,55.3,barley,Торфяной,0.5613,0.0,0.0,False,75.7,33.43,15.47,491.97,3,4,3.929
field_012,2024-10-28,2024-10-28T00:00:00,36.24,89.73,11.98,5.65,73.88,barley,Песчаник,0.4464,0.0,0.0,False,89.73,56.22,37.77,356.74,3,2,3.125
field_013,2024-10-28,2024-10-28T00:00:00,22.81,28.94,23.41,9.54,51.81,sunflower,Чернозём,0.8276,2.19,2.87,False,28.94,149.42,22.51,369.02,2,0,3.311
field_014,2024-10-28,2024-10-28T00:00:00,26.98,29.84,14.06,6.19,36.56,soy,Торфяной,0.5503,10.04,9.96,False,29.84,81.82,29.7,454.21,4,4,2.476
field_015,2024-10-28,2024-10-28T00:00:00,16.36,76.5,14.7,10.75,71.76,barley,Песчаник,0.5529,0.0,0.0,False,76.5,138.7,16.68,436.41,3,2,3.87
field_016,2024-10-28,2024-10-28T00:00:00,36.25,81.14,8.57,11.37,54.21,soy,Чернозём,0.5001,3.66,3.78,False,81.14,72.33,34.5,624.83,4,0,2.251
field_017,2024-10-28,2024-10-28T00:00:00,32.59,90.75,20.83,10.6,70.42,other,Чернозём,0.59,0.0,0.0,False,90.75,214.97,33.36,383.74,6,0,3.54
field_018,2024-10-29,2024-10-29T00:00:00,21.93,86.37,23.96,11.53,76.55,wheat,Суглинок,0.6142,0.0,0.0,False,86.37,154.65,23.11,630.47,0,1,4.913
field_019,2024-10-29,2024-10-29T00:00:00,33.65,44.06,23.59,11.36,67.99,sunflower,Глинистый,0.4912,0.0,0.0,False,44.06,243.06,36.1,310.46,2,3,1.965
field_020,2024-10-29,2024-10-29T00:00:00,39.94,86.19,5.54,5.52,71.59,sugar_beet,Суглинок,0.5513,0.0,0.0,False,86.19,47.51,36.95,367.7,5,1,33.077
field_001,2024-10-29,2024-10-29T00:00:00,21.33,67.15,17.78,12.25,67.47,soy,Торфяной,0.5948,0.0,0.0,False,67.15,146.49,19.78,649.61,4,4,2.677
field_002,2024-10-29,2024-10-29T00:00:00,20.68,82.48,23.88,5.33,82.57,corn,Торфяной,0.8246,0.0,0.0,False,82.48,216.72,20.17,324.93,1,4,9.895
field_003,2024-10-30,2024-10-30T00:00:00,18.28,65.72,9.26,5.66,40.13,sunflower,Глинистый,0.5732,6.86,6.95,False,65.72,66.22,19.66,601.91,2,3,2.293
field_004,2024-10-30,2024-10-30T00:00:00,29.03,91.58,7.62,10.21,71.41,barley,Торфяной,0.611,0.0,0.0,False,91.58,71.75,27.89,646.86,3,4,4.277
field_005,2024-10-30,2024-10-30T00:00:00,37.79,56.4,1.18,5.74,31.31,corn,Чернозём,0.4934,10.92,11.79,False,56.4,6.64,39.81,649.0,1,0,5.921
field_006,2024-10-30,2024-10-30T00:00:00,8.7,36.17,5.15,13.45,17.68,barley,Глинистый,0.3765,12.96,11.31,False,36.17,45.16,8.0,509.03,3,3,2.635
field_007,2024-10-30,2024-10-30T00:00:00,29.16,61.24,14.17,6.17,55.85,sunflower,Песчаник,0.535,1.11,1.45,False,61.24,95.38,28.53,363.13,2,2,2.14
field_008,2024-10-30,2024-10-30T00:00:00,18.17,76.61,8.32,7.08,69.77,sunflower,Песчаник,0.6783,0.0,0.0,False,76.61,29.59,15.67,263.1,2,2,2.713
field_009,2024-10-31,2024-10-31T00:00:00,18.33,82.92,6.51,12.72,73.7,soy,Торфяной,0.562,0.0,0.0,False,82.92,64.98,18.5,295.0,4,4,2.529
field_010,2024-10-31,2024-10-31T00:00:00,12.78,53.07,17.43,5.82,74.06,wheat,Чернозём,0.8177,0.0,0.0,False,53.07,179.21,12.41,282.1,0,0,6.541
field_011,2024-10-31,2024-10-31T00:00:00,14.56,59.76,7.04,4.85,49.45,wheat,Песчаник,0.6002,1.7,1.94,False,59.76,44.35,14.84,714.17,0,2,4.801
field_012,2024-10-31,2024-10-31T00:00:00,38.51,86.87,14.25,3.74,59.49,sugar_beet,Глинистый,0.5129,2.97,3.68,False,86.87,121.88,38.4,734.68,5,3,30.776
field_013,2024-10-31,2024-10-31T00:00:00,32.73,66.52,20.94,4.04,66.05,barley,Песчаник,0.516,0.0,0.0,False,66.52,126.89,35.22,631.9,3,2,3.612
field_014,2024-11-01,2024-11-01T00:00:00,32.31,79.3,21.29,11.91,88.99,barley,Глинистый,0.368,0.0,0.0,False,79.3,184.71,34.99,524.57,3,3,2.576
field_015,2024-11-01,2024-11-01T00:00:00,31.42,64.68,19.44,3.41,82.25,sunflower,Песчаник,0.5899,0.0,0.0,False,64.68,182.01,30.01,484.27,2,2,2.36
field_016,2024-11-01,2024-11-01T00:00:00,7.83,60.57,20.95,4.78,70.95,corn,Песчаник,0.4899,0.0,0.0,False,60.57,157.09,6.75,243.39,1,2,5.878
field_017,2024-11-01,2024-11-01T00:00:00,32.72,77.6,22.37,13.13,81.26,corn,Песчаник,0.4636,0.0,0.0,False,77.6,219.26,34.39,338.32,1,2,5.564
field_018,2024-11-01,2024-11-01T00:00:00,30.46,89.4,2.85,11.18,68.09,soy,Песчаник,0.3341,0.0,0.0,False,89.4,25.05,33.26,283.83,4,2,1.503
field_019,2024-11-01,2024-11-01T00:00:00,16.24,116.62,16.55,11.97,82.8,corn,Торфяной,0.5981,0.0,0.0,True,116.62,143.07,13.32,340.69,1,4,7.178
field_020,2024-11-02,2024-11-02T00:00:00,17.6,92.23,5.46,13.25,71.53,sunflower,Глинистый,0.5578,0.0,0.0,False,92.23,49.54,15.81,417.45,2,3,2.231
field_001,2024-11-02,2024-11-02T00:00:00,7.34,84.83,5.92,0.36,51.56,soy,Чернозём,0.5204,3.95,4.7,False,84.83,34.35,8.0,396.32,4,0,2.342
field_002,2024-11-02,2024-11-02T00:00:00,5.53,91.28,23.75,7.71,80.31,barley,Суглинок,0.5148,0.0,0.0,False,91.28,83.54,5.28,655.13,3,1,3.603
field_003,2024-11-02,2024-11-02T00:00:00,26.72,85.76,21.12,12.39,83.49,soy,Чернозём,0.6456,0.0,0.0,False,85.76,167.19,26.95,630.76,4,0,2.905
field_004,2024-11-02,2024-11-02T00:00:00,11.09,71.47,10.7,7.59,70.91,other,Торфяной,0.5802,0.0,0.0,False,71.47,71.22,9.18,568.76,6,4,3.481
field_005,2024-11-03,2024-11-03T00:00:00,18.03,89.49,10.39,2.17,66.88,corn,Чернозём,0.8091,0.0,0.0,False,89.49,79.88,20.28,680.22,1,0,9.709
field_006,2024-11-03,2024-11-03T00:00:00,27.99,70.7,6.95,6.1,52.88,sunflower,Торфяной,0.5899,2.01,2.49,False,70.7,69.66,27.82,742.62,2,4,2.36
field_007,2024-11-03,2024-11-03T00:00:00,21.89,94.71,2.1,8.22,76.89,sunflower,Торфяной,0.6606,0.0,0.0,False,94.71,16.38,23.21,467.93,2,4,2.643
field_008,2024-11-03,2024-11-03T00:00:00,27.26,47.94,4.47,1.36,25.18,soy,Глинистый,0.43,10.79,13.94,False,47.94,45.87,25.43,521.21,4,3,1.935
field_009,2024-11-03,2024-11-03T00:00:00,34.02,49.96,10.69,4.98,49.37,wheat,Торфяной,0.4301,2.43,1.97,False,49.96,82.32,32.84,381.79,0,4,3.44
field_010,2024-11-03,2024-11-03T00:00:00,35.19,25.42,18.77,2.29,45.17,sunflower,Песчаник,0.3859,5.05,5.19,False,25.42,141.01,32.75,615.73,2,2,1.544
field_011,2024-11-04,2024-11-04T00:00:00,10.26,95.65,14.3,13.08,79.35,other,Глинистый,0.5201,0.0,0.0,False,95.65,76.01,11.92,700.56,6,3,3.12
field_012,2024-11-04,2024-11-04T00:00:00,9.29,37.32,10.85,7.89,34.48,other,Торфяной,0.5034,6.79,8.93,False,37.32,59.5,9.98,444.62,6,4,3.021
field_013,2024-11-04,2024-11-04T00:00:00,27.45,64.05,10.18,6.4,47.4,sunflower,Песчаник,0.6452,3.67,4.41,False,64.05,59.45,24.76,402.88,2,2,2.581
field_014,2024-11-04,2024-11-04T00:00:00,9.63,39.17,17.85,13.03,47.66,other,Суглинок,0.3982,4.66,4.32,False,39.17,78.22,8.31,592.99,6,1,2.389
field_015,2024-11-04,2024-11-04T00:00:00,29.4,50.44,0.03,12.05,29.87,other,Суглинок,0.3303,8.71,10.55,False,50.44,0.14,31.02,509.65,6,1,1.982
field_016,2024-11-05,2024-11-05T00:00:00,24.82,54.6,23.55,5.76,50.97,sugar_beet,Суглинок,0.6497,7.42,6.66,False,54.6,117.88,24.48,224.93,5,1,38.982
field_017,2024-11-05,2024-11-05T00:00:00,35.72,28.26,19.34,3.23,56.6,soy,Торфяной,0.3621,2.36,2.94,False,28.26,87.63,36.9,574.68,4,4,1.629
field_018,2024-11-05,2024-11-05T00:00:00,16.79,76.38,17.13,1.4,73.32,soy,Песчаник,0.4913,0.0,0.0,False,76.38,134.49,18.17,696.85,4,2,2.211
field_019,2024-11-05,2024-11-05T00:00:00,14.34,66.78,9.15,10.81,49.72,soy,Торфяной,0.3621,4.39,5.35,False,66.78,74.72,15.01,301.39,4,4,1.629
field_020,2024-11-05,2024-11-05T00:00:00,37.76,48.82,0.5,6.47,29.41,soy,Песчаник,0.2151,12.23,12.46,False,48.82,2.23,34.95,628.29,4,2,0.968
field_001,2024-11-06,2024-11-06T00:00:00,28.62,87.26,6.85,4.57,70.84,sugar_beet,Глинистый,0.6806,0.0,0.0,False,87.26,47.96,29.68,639.48,5,3,40.838
field_002,2024-11-06,2024-11-06T00:00:00,36.22,45.33,16.03,1.71,40.9,wheat,Песчаник,0.4365,6.09,4.93,False,45.33,168.26,34.69,696.1,0,2,3.492
field_003,2024-11-06,2024-11-06T00:00:00,28.5,81.43,1.68,9.15,62.36,other,Глинистый,0.409,0.0,0.0,False,81.43,13.25,31.04,730.99,6,3,2.454
field_004,2024-11-06,2024-11-06T00:00:00,6.48,31.49,15.49,13.51,31.3,soy,Песчаник,0.3716,14.51,11.79,False,31.49,88.26,5.29,630.64,4,2,1.672
field_005,2024-11-06,2024-11-06T00:00:00,10.37,40.45,2.41,5.23,23.78,soy,Песчаник,0.4147,16.84,14.43,False,40.45,18.23,9.07,518.04,4,2,1.866
field_006,2024-11-06,2024-11-06T00:00:00,39.2,68.83,22.0,1.49,71.61,other,Песчаник,0.3468,0.0,0.0,False,68.83,86.99,39.53,172.63,6,2,2.081
field_007,2024-11-07,2024-11-07T00:00:00,33.45,69.81,16.84,7.38,63.66,wheat,Глинистый,0.5628,0.0,0.0,False,69.81,62.67,35.48,331.59,0,3,4.502
field_008,2024-11-07,2024-11-07T00:00:00,23.47,73.59,3.61,3.6,39.37,other,Чернозём,0.6637,6.02,7.22,False,73.59,19.44,26.38,343.78,6,0,3.982
field_009,2024-11-07,2024-11-07T00:00:00,7.62,32.57,6.92,11.1,35.78,corn,Песчаник,0.4295,8.92,10.23,False,32.57,61.91,6.56,543.97,1,2,5.154
field_010,2024-11-07,2024-11-07T00:00:00,20.78,92.64,24.55,3.02,88.28,sunflower,Торфяной,0.6875,0.0,0.0,False,92.64,218.98,23.27,542.68,2,4,2.75
field_011,2024-11-07,2024-11-07T00:00:00,35.43,65.83,23.16,10.39,81.49,corn,Глинистый,0.4214,0.0,0.0,False,65.83,224.99,37.53,468.87,1,3,5.057
field_012,2024-11-08,2024-11-08T00:00:00,15.1,84.67,1.13,8.67,61.06,other,Торфяной,0.3927,0.0,0.0,False,84.67,6.78,16.37,236.44,6,4,2.356
field_013,2024-11-08,2024-11-08T00:00:00,11.52,80.6,13.79,11.78,82.88,barley,Глинистый,0.4243,0.0,0.0,False,80.6,117.05,11.33,177.44,3,3,2.97
field_014,2024-11-08,2024-11-08T00:00:00,24.52,48.16,22.02,2.29,60.95,sugar_beet,Суглинок,0.7354,3.81,3.17,False,48.16,176.12,25.84,582.77,5,1,44.123
field_015,2024-11-08,2024-11-08T00:00:00,27.79,68.68,2.73,13.91,33.73,other,Торфяной,0.4532,7.82,9.19,False,68.68,17.87,28.46,216.88,6,4,2.719
field_016,2024-11-08,2024-11-08T00:00:00,21.56,82.7,12.81,1.86,68.12,sunflower,Чернозём,0.8614,0.0,0.0,False,82.7,46.23,21.45,646.07,2,0,3.446
field_017,2024-11-08,2024-11-08T00:00:00,21.12,94.53,2.21,12.14,64.46,corn,Суглинок,0.7262,0.22,0.19,False,94.53,16.65,22.45,531.88,1,1,8.714
field_018,2024-11-09,2024-11-09T00:00:00,37.22,41.45,14.59,10.25,46.05,sugar_beet,Суглинок,0.4667,9.39,8.38,False,41.45,129.28,39.45,200.99,5,1,28.002
field_019,2024-11-09,2024-11-09T00:00:00,34.15,58.71,13.6,3.03,50.17,corn,Глинистый,0.4002,4.71,5.19,False,58.71,140.04,35.09,160.06,1,3,4.802
field_020,2024-11-09,2024-11-09T00:00:00,29.14,38.09,15.04,7.58,46.57,wheat,Торфяной,0.4394,2.66,2.95,False,38.09,149.19,27.25,177.35,0,4,3.515
field_001,2024-11-09,2024-11-09T00:00:00,12.89,77.77,15.31,13.31,72.61,sugar_beet,Чернозём,0.6979,0.0,0.0,False,77.77,71.11,14.34,217.22,5,0,41.875
